#{"t_start": 1741449684.657253, "env_id": "None"}
r,l,t
4844.965,1001,6474.645871
-4356.4272,468,6476.665734
-2923.3762,393,6482.079243
1491.0005,1001,6484.645354
-2942.7341,364,6486.236729
-1106.7773,716,6487.489239
-844.5843,535,6489.000981
-4153.9565,432,6490.91213
-4267.2446,1001,6494.836074
-5532.225,1001,6495.592034
-3482.0574,438,6501.352574
2776.5588,666,6505.957139
-6175.539,794,6507.490128
-4048.198,556,6508.366794
527.44604,897,6515.916404
4507.8467,761,6521.213211
936.6779,1001,6522.358839
3579.6448,1001,6538.107386
-9941.512,915,6541.372029
721.68665,837,6545.124544
1555.1562,546,6548.005744
1267.0216,1001,6549.314603
2961.6904,1001,6551.676538
-2692.3901,297,6557.329323
4709.0615,1001,6557.797365
-4024.2935,540,6562.405359
4740.544,1001,6563.579726
4320.3867,812,6567.459702
96.34195,1001,6569.899109
-1227.0695,630,6577.954184
-2854.7717,667,6578.84769
-844.1476,482,6579.188632
2972.0166,1001,6581.457772
1492.5226,1001,6583.711382
318.63107,439,6584.347752
4126.4077,1001,6594.603416
-3680.813,456,6597.835455
3173.6653,1001,6599.655063
-6015.927,767,6612.804421
2476.2048,1001,6620.700339
-189.50569,1001,6621.104856
-922.6737,1001,6623.293002
-10193.078,1001,6626.060104
1911.1174,263,6629.649285
-3431.3113,442,6635.263608
5036.905,1001,6636.842539
4896.87,1001,6639.917091
1686.4374,1001,6641.552409
-1199.8904,1001,6644.80702
-2652.433,645,6650.116639
4083.82,1001,6655.248666
-5638.6826,601,6656.201533
-5671.871,1001,6658.123472
-5448.669,625,6661.97283
1633.3965,1001,6667.648776
-2031.1947,290,6671.306505
5095.1777,1001,6672.57863
3476.104,1001,6687.890871
-1462.1565,913,6690.556934
3480.4343,414,6696.581982
5415.9805,1001,6698.789635
-2605.384,1001,6699.659096
5201.242,1001,6701.738019
-2553.929,303,6708.688479
1962.8167,1001,6710.52869
3188.516,1001,6714.347607
-3963.6973,598,6715.827679
-1085.4812,906,6717.370103
1855.3018,1001,6723.074838
2041.2091,1001,6731.219763
2576.0098,1001,6733.954816
-4898.922,643,6735.668799
-953.509,758,6735.99992
-1705.3319,437,6737.78198
-2150.919,750,6742.384385
-2183.6523,1001,6742.629617
1674.516,270,6743.617877
4901.1543,1001,6749.761446
2497.545,367,6750.401592
-5367.8667,565,6751.051822
2356.8257,668,6768.330861
2131.3843,310,6770.027582
4204.317,1001,6778.716257
1896.7334,600,6779.801285
-2332.4912,433,6781.812691
-3510.1816,402,6782.349887
1753.6646,1001,6785.007
1022.1632,1001,6785.279759
4505.4014,1001,6786.295927
4059.001,1001,6792.793351
-3670.2595,512,6796.364791
-2391.9385,547,6796.693781
2949.2988,359,6797.893096
-6354.0674,1001,6813.397254
-8150.7056,1001,6814.054943
-2837.0188,563,6815.085074
-2686.2395,635,6816.354407
-144.05963,1001,6817.03715
-5489.626,1001,6817.351373
2437.8254,267,6823.32775
-2668.5198,1001,6824.642106
-1334.0104,1001,6828.570183
-4596.8984,551,6841.409743
-5549.074,664,6845.500407
-2752.7437,313,6850.677731
-5157.054,579,6851.974106
6172.728,1001,6857.545917
-4338.379,1001,6858.247182
1831.268,1001,6858.615829
3305.781,1001,6864.590578
658.08325,1001,6869.811664
1746.9471,208,6871.156197
-2318.226,639,6872.618415
-8671.294,917,6875.463207
-3900.383,600,6877.968306
3526.4182,852,6878.767339
-3978.3716,814,6884.443672
-4827.349,523,6886.992485
-1988.2444,365,6890.084232
5357.653,1001,6890.807281
6544.1074,593,6892.263188
-2817.2158,326,6895.837182
-1565.9661,336,6903.08154
2957.543,1001,6905.204365
-13844.183,1001,6940.443089
-11203.624,1001,6940.443089
1426.1683,1001,6940.443089
-14122.391,1001,6940.443089
-790.55,1001,6940.443089
3097.5427,1001,6940.443089
1041.7487,1001,6940.443089
-13816.196,1001,6940.443089
-5981.617,1001,6955.696529
1599.5006,1001,6955.696529
-3905.3723,1001,6955.696529
2140.5525,1001,6955.696529
-1153.9502,1001,6955.696529
-1705.3049,1001,6955.696529
-13767.807,1001,6955.696529
-3400.6572,1001,6955.696529
